"Feature","Type","Parish","GridRef","Image",Description,Link
"Tyneham Farm","Dry Stone Walling Centre","Steeple with Tyneham","SY 88245 80134",tyneham.jpg,Dry Stone Walling Certification Centre,https://dorsetdswa.org.uk/qualifications/
